"","Factor1","Factor2","Factor3","Factor4","Factor5","Factor6","Factor7","Factor8","Factor9","Factor10","Factor11","Factor12","Factor13","Factor14","Factor15"
"TCGA-E9-A295-01",2.06147694587708,-0.0906495153903961,1.00335443019867,0.484602451324463,0.757779598236084,1.01131582260132,-0.647569835186005,-0.156474828720093,0.617243111133575,-0.346698343753815,1.44445312023163,-0.789307117462158,-1.61397898197174,-0.769005954265594,-0.504931926727295
"TCGA-AC-A62X-01",-0.116062931716442,-4.4716968536377,1.3400057554245,1.54846048355103,-0.553306996822357,-1.08201241493225,-1.36344695091248,-1.92419540882111,-1.36580872535706,1.06910538673401,0.121389217674732,2.15601444244385,-0.449603378772736,0.668606579303741,-0.0565334260463715
"TCGA-BH-A1FL-01",1.99315106868744,0.458072900772095,-0.201147839426994,-0.205783829092979,1.40614867210388,-2.11225700378418,0.76115095615387,-1.44461917877197,-0.876625895500183,-1.06057453155518,-1.37768959999084,-0.561643958091736,-0.21981143951416,-0.278369694948196,1.30416703224182
"TCGA-D8-A1XD-01",1.04993307590485,1.03351020812988,-0.436490952968597,0.0483579337596893,-1.8878778219223,-0.840711414813995,-1.41562819480896,-0.399947017431259,2.09721565246582,-1.11039054393768,0.575799703598022,-2.08248805999756,-0.899481296539307,-0.123708732426167,1.30079543590546
"TCGA-AC-A2FB-01",-0.847330093383789,0.681760668754578,1.50751650333405,0.951863944530487,-0.929918825626373,0.936893820762634,0.891896307468414,0.216790765523911,-0.291380107402802,-1.02700591087341,-1.4001624584198,-0.0290991626679897,0.186905294656754,-0.0940446928143501,0.917333006858826
"TCGA-BH-A0DQ-01",0.265180110931396,1.61477279663086,-0.058205671608448,-2.51428389549255,1.42030608654022,-0.0101519450545311,-0.0374509915709496,-0.0534163936972618,0.596180140972137,-0.819013476371765,1.19383537769318,-0.607027411460876,0.0437422357499599,-0.121508948504925,-0.994456350803375
"TCGA-AC-A3W5-01",1.14242732524872,-1.19638741016388,0.121333159506321,-0.460681140422821,0.754301488399506,0.306435257196426,2.82909178733826,-0.531818211078644,1.13832318782806,1.39531683921814,-0.333070427179337,0.452997416257858,1.10018980503082,0.062044333666563,0.766032814979553
"TCGA-D8-A1JP-01",0.606491029262543,0.0513673946261406,-0.0994439423084259,1.82818841934204,-1.03049647808075,-1.23612356185913,0.642886281013489,-1.30683171749115,1.22252309322357,-0.427832514047623,-0.521873891353607,-0.402389824390411,-2.74801015853882,-0.73690128326416,-0.104369819164276
"TCGA-LL-A6FP-01",2.97139620780945,0.729025602340698,-0.184549629688263,-3.36305928230286,-1.15669298171997,0.230656981468201,-0.493590593338013,-1.47742629051208,-0.953495442867279,0.0092280488461256,1.16003346443176,2.42859172821045,1.82318794727325,-0.0379423722624779,-3.43977928161621
"TCGA-AC-A6IW-01",-1.63978910446167,-3.05428671836853,-0.125077605247498,0.62414538860321,0.0744553953409195,-0.0170948803424835,-0.513193428516388,1.15080666542053,-0.915486454963684,-1.07518315315247,0.11605217307806,0.733530461788177,0.159734189510345,0.446459174156189,0.000455181143479422
"TCGA-BH-A0C0-11",-2.7229962348938,0.921347916126251,2.1531069278717,0.920627772808075,0.130176767706871,0.777344882488251,-0.884359538555145,-1.18106293678284,0.227379649877548,1.18941354751587,-0.843904137611389,0.440802812576294,0.724045276641846,0.553318738937378,-0.296551495790482
