"","Factor1","Factor2","Factor3","Factor4","Factor5","Factor6","Factor7","Factor8","Factor9","Factor10","Factor11","Factor12","Factor13","Factor14","Factor15"
"IL20",0.212225094437599,0.24587570130825,0.130301713943481,-0.0642091631889343,0.000878668739460409,-0.0756343081593513,0.0550952851772308,0.0990815237164497,0.122161023318768,-0.139623329043388,-0.0108046783134341,-0.103573374450207,-0.117932394146919,-0.0417875312268734,0.174993246793747
"ANXA8",-0.212093815207481,-0.121316574513912,0.558714807033539,0.00121710519306362,-0.00173376698512584,-0.0110490778461099,-0.104731120169163,0.0474597178399563,-0.00124098686501384,-0.052384439855814,0.34423616528511,-0.261724680662155,0.0319273732602596,-0.00476298574358225,-0.0124911926686764
"SERPINA5",0.167109802365303,0.356405675411224,0.190473839640617,-0.00544144632294774,-0.001695511280559,0.13005830347538,-0.192957535386086,-0.0353071764111519,0.0815695896744728,-0.131172880530357,0.0571759641170502,0.078797273337841,-0.0568474568426609,-0.111967362463474,-0.128818780183792
"MAGEA3",-0.0168878529220819,-0.224058523774147,0.00860339682549238,-0.289638251066208,0.000206304495804943,0.148313701152802,0.0852204412221909,0.0559648349881172,0.132652655243874,-0.0432770662009716,0.128024607896805,0.0253941249102354,-0.0189879704266787,0.0578360222280025,0.0145694892853498
"LPPR3",0.209224343299866,0.238298624753952,0.276430398225784,0.00707867695018649,0.000882774882484227,-0.0861763805150986,-0.291798144578934,0.0375282987952232,0.084568940103054,-0.177156046032906,0.0940466746687889,0.142850637435913,0.0344833582639694,-0.102873750030994,0.174924835562706
"NCRNA00052",0.186491057276726,0.0499181933701038,0.00644036196172237,-0.00590683333575726,-0.014510054141283,0.0263364613056183,-0.027083994820714,0.00905053690075874,0.226788371801376,-0.179646983742714,0.00326011818833649,-0.0451293289661407,-0.136814057826996,-0.0280122105032206,0.0854432657361031
"FAM3B",0.00623514363542199,0.0985825955867767,0.337273389101028,-0.025165868923068,0.0329170115292072,0.137807756662369,-0.0328209735453129,0.0103909373283386,0.234631255269051,-0.0297110415995121,-0.0136656546965241,0.0145879155024886,-0.223215311765671,-0.00845842622220516,-0.194465115666389
"ERBB4",0.194775596261024,0.536079227924347,0.159523829817772,0.000867336115334183,0.00340030342340469,-0.0245348736643791,-0.0340369157493114,-0.0393638089299202,0.0384981408715248,0.0231755916029215,-0.234416052699089,-0.0471504256129265,-0.0851254239678383,0.00501815974712372,0.0130416192114353
"WFDC2",-0.0170886609703302,0.131656751036644,0.365647166967392,-0.00128117448184639,-0.00596739072352648,-0.224768802523613,-0.0689792931079865,0.223523885011673,-0.0768254920840263,0.0560114420950413,0.126658961176872,0.160829976201057,-0.0086710574105382,-0.0882728397846222,-0.0132885845378041
"PPP1R1A",-0.215925291180611,0.0207305997610092,0.0799077153205872,0.035862784832716,0.471480995416641,0.0535367950797081,0.0831073820590973,-0.215637043118477,-0.00290371361188591,0.133320838212967,-0.000378261378500611,0.125474691390991,-0.00360775482840836,0.0331839509308338,0.0360370315611362
"SYT8",-0.199112594127655,-0.125710770487785,0.545410454273224,0.0104287704452872,0.00468793651089072,-0.00911172013729811,-0.036665815860033,-0.0441059395670891,-0.0654629990458488,0.0323333218693733,0.263405740261078,0.0721963122487068,0.0507320910692215,-0.157719135284424,0.0835183635354042
"ZIC1",-0.165888637304306,-0.378895908594131,0.113067768514156,-0.00295840273611248,-0.000485274125821888,-0.149948939681053,-0.0287478566169739,-0.0189314782619476,0.0177464839071035,-0.0289043262600899,0.0163996461778879,-0.0338851772248745,0.0241056568920612,-0.083403654396534,0.00078310671960935
"INSM1",0.0951888784766197,0.06271593272686,-0.0109700160101056,0.00239921268075705,-0.0020936350338161,-0.0808121785521507,-0.0613015778362751,0.213990330696106,0.0116410916671157,-0.116403743624687,-0.0975163653492928,0.1228112205863,-0.0089582446962595,-0.0284798126667738,0.207796141505241
"COL10A1",0.25550901889801,-0.00132550031412393,-0.0143271423876286,-0.0354818254709244,-0.120165579020977,-0.212563380599022,0.399618566036224,0.105213388800621,0.0674475654959679,-0.0970552638173103,0.0620552264153957,-0.430304318666458,-0.0187392365187407,-0.270061016082764,0.025135351344943
"ABCA8",-0.151013553142548,0.293520301580429,0.138349696993828,0.0159429628401995,0.426249712705612,0.249839276075363,-0.00108998478390276,-0.0935570150613785,0.0220747999846935,-0.0215114932507277,-0.218083560466766,-0.152517288923264,-0.00989797618240118,-0.136603146791458,0.0157369822263718
"ABCC13",0.161058485507965,0.194881975650787,0.0476765632629395,-0.0155795831233263,-0.00113989785313606,-0.148591309785843,0.0770615786314011,0.00621293904259801,0.0960806757211685,-0.113026082515717,0.0840162634849548,-0.143442824482918,0.0273812636733055,-0.111863397061825,0.110307708382607
"ATP6V0A4",-0.0826940611004829,-0.180787444114685,0.374351352453232,-0.0867950692772865,-0.00387152563780546,0.0276021119207144,0.138121485710144,0.0257928036153316,0.15747943520546,0.0370722785592079,0.005665875505656,-0.070432722568512,-0.142117232084274,0.0983498692512512,-0.259537041187286
"PKP1",-0.245433077216148,-0.18878385424614,0.350162357091904,0.00381023925729096,0.0703815594315529,0.0631966665387154,-0.0445442013442516,-0.0649740323424339,0.0530040934681892,-0.108935669064522,0.156061038374901,-0.144659727811813,-0.0405695997178555,-0.0452334880828857,-0.179019778966904
"HGD",0.149916440248489,0.204242721199989,0.207685679197311,0.0280034523457289,-0.0267079025506973,0.0913356021046638,0.304001152515411,-0.137342259287834,0.117826230823994,0.143214493989944,-0.00162221177015454,-0.0224931575357914,0.00909743364900351,0.0551125146448612,0.00479828892275691
"LOC728606",0.0474995039403439,0.370422154664993,0.186481654644012,-0.0164825469255447,0.00150912709068507,-0.239896476268768,0.0890550762414932,0.126253351569176,-0.199590489268303,0.263402462005615,-0.116934314370155,0.115365445613861,0.0915275812149048,0.00765820406377316,-0.106227956712246
"C16orf89",-0.0670908465981483,0.291714787483215,0.231312200427055,0.0201671291142702,0.165986925363541,0.0439166910946369,0.0696418806910515,-0.206645861268044,0.0744936913251877,-0.0404947809875011,-0.0037238490767777,0.273988395929337,-0.0935520008206367,-0.0277341641485691,0.00523494509980083
"ROBO2",0.0412182584404945,0.228553399443626,-0.135810941457748,-0.0291481241583824,-0.0101953633129597,-0.0718104764819145,-0.0434736274182796,0.181150287389755,0.00257227034308016,0.138357222080231,-0.133080005645752,-0.144890144467354,-0.0203757174313068,-0.107182390987873,0.137106657028198
"SLC9A2",0.0205514375120401,-0.0350910648703575,0.246168985962868,0.0218966454267502,-0.00257435557432473,0.0723760351538658,0.277291864156723,0.0645506829023361,0.28987842798233,0.180113837122917,-0.0119179729372263,-0.140100881457329,-0.1108143851161,-0.000618342426605523,-0.0729311630129814
"C2orf40",-0.227977722883224,0.216468915343285,0.448594093322754,0.00664211949333549,0.122252628207207,0.150182262063026,-0.184496864676476,-0.13904182612896,-0.00341695593670011,0.013626366853714,-0.0601934492588043,-0.0439541004598141,-0.0100831678137183,-0.211517885327339,0.00707847252488136
"TMC5",0.11028914898634,0.377980977296829,0.189304232597351,0.00148916186299175,-0.000479480251669884,-0.0952251479029655,0.414588212966919,-0.159732684493065,-0.0410413146018982,0.142469689249992,-0.0836270898580551,-0.095483310520649,-0.0125904213637114,0.0920602530241013,-0.0397345796227455
"CST4",0.180113360285759,0.131052136421204,0.0629426017403603,0.00238782749511302,-0.000773303094319999,-0.0935284122824669,0.313709318637848,0.133580207824707,0.00200390676036477,-0.00902434252202511,0.0038663528393954,0.0237416308373213,-0.0206606145948172,-0.398797273635864,-0.0991100519895554
"TRPA1",0.0772009938955307,-0.00631391210481524,-0.0859136059880257,0.00793662574142218,-0.076731339097023,-0.0674378126859665,0.0537595972418785,0.176720231771469,0.115247666835785,-0.153851136565208,0.00264120637439191,-0.2359429448843,0.00120984856039286,0.053945280611515,0.013820867985487
"AKR1C2",-0.153516694903374,0.057375393807888,0.0171167682856321,0.00247827521525323,0.454929381608963,0.256756991147995,0.0837282165884972,-0.141257539391518,0.0257594715803862,0.102275691926479,0.230603396892548,-0.102092660963535,0.0115363681688905,0.208455577492714,0.000652101938612759
"ALOX15B",0.0254889037460089,0.143372029066086,0.272127628326416,0.00813580211251974,-0.0720055997371674,0.11602009832859,0.333909541368484,-0.220874592661858,-0.0106334919109941,0.00230436073616147,-0.00153865467291325,0.0604249127209187,-0.00276724179275334,0.00207209028303623,0.0317834466695786
"CCL19",-0.105157792568207,-6.27896515652537e-05,0.326739251613617,0.0209385827183723,0.286163330078125,0.155212417244911,0.370886266231537,0.322812587022781,-0.0153297483921051,-0.398336082696915,-0.154420927166939,0.121213719248772,0.0160384755581617,-0.195558056235313,0.00997231900691986
"MARCO",-0.264824539422989,-0.250506848096848,-0.10415680706501,0.079843670129776,0.135299071669579,0.19818189740181,0.127155810594559,0.0311528947204351,-0.00369348912499845,-0.0380592048168182,0.20833121240139,0.00583489472046494,-0.000533493177499622,0.0564604252576828,-0.0255112536251545
"FOXJ1",0.160619288682938,0.105700574815273,0.0928906947374344,-0.0258774720132351,-0.000488338584546,-0.149222791194916,0.141157940030098,-0.000710244989022613,0.00375109817832708,-0.0801536962389946,0.0852610692381859,0.093206599354744,-0.0404575802385807,-0.123719044029713,0.125916957855225
"WDR72",0.042028933763504,0.13981220126152,0.180397003889084,-0.14838981628418,0.00238846684806049,-0.0177976414561272,-0.0811399891972542,0.179227560758591,0.106663912534714,0.00274638389237225,0.0499149784445763,-0.126748666167259,-0.0827609375119209,0.0888283401727676,-0.0270895604044199
"SLC26A3",0.00646722875535488,0.328185558319092,0.257823318243027,0.0276890937238932,-0.0228021945804358,0.0880453735589981,0.0252735428512096,-0.230405509471893,-0.00791201554238796,0.0140126310288906,-0.158615782856941,0.0890620648860931,0.102764993906021,0.0326638966798782,0.00389480916783214
"LGALS12",-0.15575835108757,0.162442848086357,-0.0431169494986534,-0.00167367106769234,0.591721296310425,0.181415408849716,0.0682886317372322,-0.178170919418335,0.00326642324216664,0.102625668048859,0.0913004353642464,0.0466966405510902,0.00321650924161077,0.0929568633437157,0.0196280460804701
"DARC",-0.130373403429985,0.236640274524689,0.283232927322388,0.0406439863145351,0.399728447198868,0.255594700574875,0.140066623687744,0.0332748331129551,-0.0275003742426634,-0.178349107503891,-0.106633484363556,0.154114976525307,-0.00320808752439916,-0.168024212121964,0.00232185516506433
"SYTL5",0.173434183001518,0.44462725520134,0.190459728240967,-0.0160374399274588,-0.00334318773820996,-0.074116624891758,-0.021494947373867,0.150866314768791,0.113945938646793,0.140871345996857,-0.0221186876296997,-0.11755708605051,-0.00460073491558433,0.0685284435749054,-0.00112261821050197
"ELOVL2",0.166890278458595,0.284945905208588,0.200130969285965,-0.0341455191373825,0.0926603302359581,-0.0393503904342651,-0.229329019784927,0.000753796426579356,0.151755526661873,-0.245573088526726,-0.0764106139540672,-0.125899598002434,0.0914872884750366,-0.0591365583240986,-0.0078691691160202
"PI15",-0.187957510352135,0.0908348187804222,0.32249453663826,0.00540048582479358,-0.000621997052803636,-0.0216158833354712,-0.234004557132721,0.0343996845185757,-0.0224907454103231,0.112570464611053,-0.0322633609175682,0.000713185057975352,-0.0624886192381382,0.164251208305359,0.0982876941561699
"HOTAIR",0.123204797506332,-0.246366873383522,0.214512750506401,0.0389968603849411,-0.000144566904054955,-0.0045893844217062,0.365668892860413,-0.164072275161743,0.135711997747421,0.0604456290602684,0.0028611624147743,0.0305413585156202,-0.00404159026220441,-0.21678315103054,-0.000804791052360088
"ANXA8L2",-0.220136016607285,-0.106651782989502,0.538333356380463,0.000191860104678199,-0.00107909319922328,-0.00452826078981161,-0.117285095155239,0.0605512149631977,-0.00805582106113434,-0.0489887967705727,0.271706819534302,-0.307685792446136,0.0157849434763193,0.0061083328910172,-0.0331752561032772
"AGTR1",-0.0375331789255142,0.439383536577225,-0.0736508369445801,-0.0122223496437073,0.111075058579445,0.0121939918026328,-0.200360715389252,0.0992319211363792,-0.0299396067857742,0.0143005549907684,-0.0206142887473106,-0.111442923545837,0.0265718176960945,0.0234219320118427,0.0609244331717491
"IGJ",-0.164781287312508,0.0524375587701797,0.481778800487518,-0.012852038256824,0.163826048374176,0.192222014069557,0.245670020580292,0.180902451276779,0.0065439036116004,-0.215804502367973,-0.256286114454269,-0.125878110527992,0.00611111894249916,-0.00618645176291466,-0.0887629836797714
"FOXA1",0.308857977390289,0.459915608167648,0.219341173768044,-0.00135294976644218,-0.0487019345164299,-0.0500954762101173,0.18929697573185,0.0627336204051971,0.0931527018547058,0.0741850212216377,-0.173710867762566,0.0404890589416027,-0.0535657666623592,0.0807841867208481,-0.00043838907731697
"HOXC11",0.165925025939941,-0.247449278831482,0.191658169031143,0.0304573457688093,-9.9671131465584e-05,-0.0177184138447046,0.359149694442749,-0.118591122329235,0.180482342839241,0.0435786582529545,0.0400524400174618,0.0205879081040621,-0.0157105252146721,-0.253294736146927,-0.00246468838304281
"NCCRP1",-0.188248366117477,-0.27274227142334,0.259223014116287,-0.035141970962286,-0.000301629101159051,-0.0704535916447639,0.301525950431824,0.0986135378479958,0.0794020667672157,0.0055341818369925,0.259487003087997,-0.119014017283916,-0.0325669758021832,0.050357349216938,-0.00918044429272413
"ACTL8",0.0133752040565014,-0.410834014415741,0.0124839041382074,-0.0151101611554623,-0.0321157351136208,-0.0104732606559992,0.0698187649250031,0.0885829105973244,0.118345588445663,-0.00456648925319314,0.0744084566831589,0.0982537940144539,-0.00146006757859141,0.0304065924137831,0.0436579622328281
"HEPACAM2",0.0299826543778181,0.347770005464554,0.316429495811462,0.0326776728034019,-0.00534411845728755,-0.0408146381378174,-0.146962374448776,0.0817310437560081,0.00605609174817801,0.0603804439306259,-0.244174733757973,0.0782294794917107,0.0430960319936275,0.129211694002151,-0.0174748282879591
"FREM2",-0.0743338093161583,-0.0277278292924166,0.125442683696747,0.000793981947936118,0.000783263996709138,-0.0420949198305607,-0.18983393907547,-0.135210826992989,0.167405217885971,-0.341763257980347,-0.096238985657692,-0.209517240524292,-0.0668486952781677,0.0809039920568466,0.155058681964874
"CHST8",0.111322090029716,0.25166517496109,0.156459927558899,0.00419496465474367,0.0407499931752682,-0.152667179703712,0.0179774668067694,0.145886942744255,0.0609671585261822,0.121326558291912,0.138811096549034,0.0756047144532204,0.0952832028269768,-0.111621558666229,0.170463785529137
"KNDC1",0.0344021767377853,0.143652036786079,0.11314532905817,0.2385363727808,0.000345991022186354,-0.0502446815371513,0.252000659704208,0.0907443985342979,0.103322848677635,0.251619875431061,0.113873764872551,0.0862459316849709,-0.0176904760301113,-0.00170952919870615,0.247465074062347
"CYP4B1",0.0794104561209679,0.442744523286819,-0.000917463446967304,0.00373762077651918,0.104205571115017,0.0668254792690277,0.0881793648004532,-0.045480340719223,-0.00341292400844395,0.0260281562805176,0.0870577916502953,0.0449166297912598,-0.00232957932166755,0.0281815472990274,0.0937615931034088
"GPR98",0.0550789795815945,0.269899636507034,0.228863999247551,-0.0365804992616177,-0.0368240028619766,-0.0748292431235313,0.0632644519209862,-0.0566853396594524,0.186361312866211,0.0671598166227341,-0.193147882819176,-0.170108318328857,-0.0584280826151371,0.0968624427914619,-0.0675856918096542
"CHGB",-0.0974673181772232,0.152091190218925,0.0138944387435913,0.00869754143059254,-0.00163667707238346,-0.0229456350207329,-0.0842916592955589,0.371416479349136,0.0343286916613579,0.160519927740097,-0.10334836691618,0.310424566268921,-0.0744589641690254,0.0957974642515182,0.111658357083797
"SLC7A2",0.110988602042198,0.415118485689163,0.0537613369524479,0.0232691951096058,-0.017872367054224,-0.00170154799707234,-0.0936475247144699,0.0721489414572716,0.031155938282609,0.00630140397697687,-0.151770994067192,-0.183356955647469,-0.05643080919981,0.106426298618317,0.211621940135956
"SLPI",-0.217907398939133,-0.187510758638382,0.338221907615662,0.00749477604404092,0.0732811242341995,0.000750132370740175,0.1815135627985,0.0553174391388893,-0.0794816240668297,0.280590742826462,0.230971693992615,-0.0277701430022717,0.0968828126788139,0.117017284035683,-0.0800764560699463
"CHIT1",-0.0623341426253319,0.00493997242301702,0.0878262519836426,0.0838562771677971,0.0791226625442505,0.154507964849472,0.293820738792419,0.135991781949997,-0.0186827722936869,-0.195324942469597,0.012408584356308,0.0108531126752496,-0.000271758006419986,-0.0501943863928318,0.0527371056377888
"SLC28A3",-0.215341597795486,-0.00116482679732144,0.30080571770668,0.00488948635756969,0.00377770815975964,-0.0119519289582968,0.144496530294418,0.00433852523565292,-0.104449190199375,0.135193258523941,-0.142153665423393,-0.246844753623009,0.108179494738579,0.111176915466785,-0.17121909558773
"MRAP",-0.146579876542091,0.174406468868256,-0.0587674975395203,0.00338835269212723,0.670148372650146,0.186207383871078,-0.0864079147577286,-0.125450789928436,-0.0261770393699408,0.017286067828536,0.0946844965219498,0.0166984759271145,-0.00498637743294239,0.0280529484152794,-0.0180451814085245
"CR2",-0.171481803059578,-0.167527303099632,0.233252465724945,0.00164134311489761,0.0864835307002068,0.117621168494225,0.271634638309479,0.294251054525375,-0.0677612349390984,-0.299284756183624,-0.291396230459213,0.116439521312714,0.0515481419861317,-0.0586101561784744,-0.0317550748586655
"KRT13",-0.0263785365968943,0.0182039421051741,0.209223166108131,0.00527086202055216,0.038330189883709,0.0762493163347244,-0.0480475202202797,0.0548763051629066,0.128303468227386,-0.126445159316063,0.428115755319595,-0.0741733983159065,0.0148217845708132,0.154840797185898,-0.044808104634285
"TTYH1",-0.261658906936646,-0.27858754992485,0.349460631608963,-0.00173946795985103,0.0375612862408161,0.0267466027289629,-0.226376011967659,-0.142843559384346,0.0107265152037144,-0.000712025444954634,0.0454913303256035,0.0678336918354034,0.014464819803834,-0.0791078954935074,-0.0691684484481812
"TMPRSS6",0.193734690546989,0.361601054668427,0.0905284434556961,0.0495477803051472,-0.0072347316890955,-0.133592680096626,-0.0955585390329361,0.246117770671844,-0.0346583612263203,0.0632257238030434,0.129365250468254,0.231726780533791,0.00211374368518591,-0.0388146005570889,0.166259527206421
"TUBA3D",0.156176492571831,0.325982987880707,0.104061931371689,-0.019973648712039,-0.0109026459977031,-0.17871655523777,0.101166427135468,0.0609696172177792,-0.0395319126546383,-0.0806374400854111,-0.0331818014383316,0.14619317650795,0.028331071138382,-0.0567677989602089,0.153420597314835
"BCAS1",0.270661890506744,0.351511895656586,0.144353851675987,-0.0150040546432137,0.0022848101798445,0.0369229465723038,0.0701579302549362,0.132004499435425,0.0851951614022255,0.0693081021308899,-0.0457017868757248,0.0453146547079086,-0.111469596624374,0.0117249581962824,-0.0815158411860466
"PIK3C2G",-0.160466954112053,0.0230244044214487,0.516725301742554,0.0436318777501583,-0.000588149123359472,0.10187766700983,-0.0544996969401836,-0.17328168451786,0.0557548627257347,0.123576894402504,-0.175884991884232,-0.11212707310915,-0.0155274895951152,0.0990018546581268,0.0181868746876717
"FAM5B",0.00510112941265106,0.132893621921539,0.098810687661171,0.00270851538516581,-0.01014085393399,-0.0894900262355804,-0.229287669062614,0.126378014683723,-0.0127322226762772,0.0954069122672081,-0.0695312470197678,0.195115968585014,-0.0393019430339336,0.0609544739127159,0.0937103852629662
"C14orf180",-0.131894111633301,0.181645199656487,-0.0203385222703218,0.00104160793125629,0.681047856807709,0.179378896951675,-0.0535289235413074,-0.113284200429916,-0.000430352665716782,0.00329516129568219,0.102437019348145,0.106238938868046,0.00642225658521056,-0.00289659295231104,-0.00127717037685215
"KRT23",-0.181242018938065,-0.139475628733635,0.360292732715607,-0.000583489658311009,0.000551773875486106,-0.280054986476898,0.0715934857726097,-0.104575492441654,-0.143732964992523,-0.0625933930277824,0.118720196187496,-0.00230312836356461,0.0756195262074471,0.0399036221206188,0.131125792860985
"SMYD1",-0.232555016875267,0.0972444042563438,0.533400774002075,-0.00182372308336198,0.032729335129261,0.080488383769989,-0.226789861917496,-0.148498728871346,0.000576278078369796,0.0818423703312874,-0.0766623765230179,-0.0792983025312424,-0.0149012496694922,0.0467320010066032,0.0107495561242104
"ALDH1L1",-0.221424981951714,0.103324092924595,0.0659108534455299,-0.000493367842864245,0.501854002475739,0.195845320820808,-0.105579987168312,-0.154636800289154,0.00459360564127564,0.0627750679850578,0.0544817000627518,0.0503481924533844,-0.0050668204203248,-0.0458919927477837,-0.00388003420084715
"SPDYC",0.0733195245265961,-0.173910930752754,0.0620898939669132,-0.189704939723015,0.000851131801027805,0.0828013196587563,0.18011662364006,-0.0106935640797019,0.174901008605957,-0.0624451376497746,0.153529167175293,0.102275505661964,-0.273207426071167,0.0674795508384705,-0.0443526171147823
"FAM196A",0.162490785121918,0.262324184179306,0.000282447494100779,-0.00118093460332602,-0.0210673175752163,-0.126387491822243,-0.18849141895771,0.101111441850662,0.0229981895536184,-0.19819875061512,-0.0498151294887066,0.0110091995447874,0.00316024804487824,-0.00130201363936067,0.0111029101535678
"NAT1",0.229570046067238,0.380781143903732,0.0925682559609413,-0.0339220501482487,0.050689022988081,-0.179598271846771,0.182359412312508,0.0787190571427345,-0.0710411891341209,0.0463526844978333,-0.065449021756649,-0.0911305695772171,0.0773036479949951,-0.142770871520042,-0.0509704314172268
"CNTFR",-0.148976534605026,-0.036465335637331,0.0810415968298912,-0.0604396089911461,0.400115668773651,0.187651678919792,-0.20451919734478,-0.146974310278893,0.158475980162621,-0.0715331211686134,-0.0213969815522432,0.134505987167358,-0.00520499888807535,0.00215129554271698,0.0174895245581865
"SYT1",0.156963169574738,0.248129397630692,0.113070964813232,-0.0193617604672909,0.00105680723208934,-0.0191439222544432,-0.0456921793520451,0.0846207514405251,0.0977402403950691,-0.0343728587031364,-0.0823685303330421,-0.091223806142807,-0.0592344738543034,-0.145814761519432,-0.0356388799846172
"FSIP1",0.271051645278931,0.412775963544846,0.106748759746552,-0.0549843870103359,-0.0581092163920403,-0.00180158985313028,-0.0778700485825539,0.113769687712193,0.039019238203764,-0.00640464713796973,-0.0756580829620361,-0.0665862634778023,-0.00520657747983932,-0.00593390222638845,0.00389496772550046
"UGT2B28",-0.0267997607588768,0.143878594040871,0.140987530350685,-0.00535832298919559,-0.0258852913975716,0.101201862096786,0.231615215539932,-0.101797454059124,0.00891310721635818,0.313096642494202,-0.0580847375094891,0.0287573523819447,0.103073760867119,0.105378985404968,-0.0801183357834816
"HORMAD1",-0.172618836164474,-0.449970155954361,0.00588706508278847,-0.0651275813579559,-0.00112451100721955,-0.123254045844078,-0.0820974260568619,0.0609893016517162,-0.0595947913825512,-0.145451188087463,0.0393726192414761,-0.0246309079229832,-0.0231875590980053,-0.041461393237114,-0.0527954213321209
"PPP4R4",-0.0737836956977844,0.166120976209641,0.129646584391594,-0.0817509442567825,-0.00161432020831853,-0.151553243398666,-0.140335097908974,0.122309461236,-0.0200164448469877,0.0683898776769638,0.0154037093743682,0.0412646792829037,0.112294264137745,-0.00062684592558071,0.0397874116897583
"FLJ45983",0.24891260266304,0.390635192394257,0.141140997409821,0.00677670398727059,-0.000228850782150403,-0.161586672067642,-0.0564451850950718,0.0964882746338844,-0.0374304540455341,-0.0431126952171326,0.0279109943658113,0.205226749181747,-0.0466593466699123,-0.036757942289114,0.112372472882271
"VSIG2",-0.108341656625271,0.221904024481773,0.381227016448975,0.00855612009763718,0.0984140336513519,-0.0460703782737255,0.0459174402058125,-0.0188471451401711,-0.0116486679762602,0.159626439213753,0.110652476549149,0.102728679776192,-0.0525946728885174,-0.114448241889477,-0.206669896841049
"KRT4",-0.104202434420586,-0.162892624735832,0.188072383403778,-0.000538209278602153,0.00539728254079819,0.0684831291437149,0.15737609565258,0.0688007026910782,0.121095210313797,0.0215966906398535,0.32754909992218,-0.133590832352638,0.0472067445516586,0.164501860737801,-0.0791470184922218
"GLDC",-0.00758070359006524,-0.180480509996414,0.0848802998661995,-0.0063578262925148,-0.0244266521185637,0.0300010368227959,-0.0832237377762794,0.0254240036010742,0.256993174552917,-0.33512008190155,0.139229297637939,0.0998697951436043,-0.0433524064719677,0.158158600330353,0.000272464734734967
"AKR7A3",0.214794978499413,0.334710836410522,0.1477420181036,-0.0149448607116938,-0.00870368722826242,-0.103645414113998,0.0107848318293691,0.0685974210500717,0.01854133233428,-0.0496850721538067,0.00146924844011664,0.187319174408913,-0.0185079779475927,0.0640559569001198,0.0192494336515665
"UGT2B15",0.0914463922381401,0.313990294933319,0.207268446683884,0.0482292138040066,-0.0849272310733795,0.07071353495121,0.011843329295516,0.0378201231360435,0.0837757587432861,0.114190742373466,-0.107800267636776,-0.00502085592597723,-0.0090767340734601,0.0399643406271935,-0.0780773758888245
"CYP4X1",0.0275158975273371,0.345222920179367,0.0958765223622322,-0.0106898536905646,0.0183116849511862,-0.117042407393456,0.231033846735954,-0.135585486888885,-0.122139722108841,0.173352181911469,-0.125203251838684,0.0246753934770823,0.063359834253788,-0.0483562648296356,-0.0511301271617413
"ATP1A2",-0.0787340998649597,0.331979036331177,0.0933112427592278,0.00515511259436607,0.37509161233902,0.239066421985626,-0.162633165717125,-0.124544277787209,0.00507263466715813,0.0770274326205254,-0.100909382104874,-0.00265019619837403,0.00514199957251549,0.0207328218966722,-0.0196019317954779
"MS4A1",-0.126210331916809,-0.0513121671974659,0.242255315184593,0.0111490311101079,0.15467669069767,0.173979133367538,0.456793993711472,0.363558948040009,-0.0365374386310577,-0.413410246372223,-0.279184460639954,0.0854817405343056,0.00473106605932117,-0.0908631458878517,0.000473238149425015
"GRB14",-0.105556562542915,-0.115000814199448,0.0797013565897942,-0.0670293420553207,0.123442910611629,-0.127810582518578,0.0863924100995064,0.00356179475784302,0.00124682765454054,0.0514181032776833,-0.00897307507693768,0.00926975160837173,-0.00206812401302159,-0.0614766590297222,3.80880119337235e-05
"CA4",-0.20453292131424,0.220091193914413,0.0237917825579643,0.0285276640206575,0.420286118984222,0.277608215808868,-0.117886781692505,-0.204505145549774,-0.0353337936103344,0.100180193781853,0.00753131508827209,0.0959788635373116,0.011715873144567,0.0708852633833885,-0.0033039462286979
"EPYC",0.0893734097480774,-0.0678757801651955,-0.241837948560715,0.00622552400454879,-0.168176576495171,-0.0375031419098377,0.395495057106018,0.0611540228128433,0.0875344499945641,0.000220029745833017,0.0650945752859116,-0.322646766901016,-0.00937622413039207,-0.171208769083023,-0.0139052430167794
"FGFBP1",-0.267859011888504,-0.169110372662544,0.372188359498978,0.00375298596918583,0.0797864273190498,0.101877823472023,-0.147752732038498,0.069609522819519,-0.00424583209678531,-0.0224428232759237,0.207517921924591,-0.0975532904267311,0.0106731411069632,0.161201909184456,-0.0727095976471901
"TFPI2",-0.102566406130791,0.127930104732513,0.202551662921906,-0.00653086649253964,0.132482200860977,0.14527715742588,0.090078704059124,0.0526853948831558,0.132397755980492,-0.00848112534731627,-0.0507992394268513,-0.0849666446447372,0.0052875904366374,-0.00489050103351474,0.043907780200243
"CYP2A7",-0.0188405327498913,0.227229952812195,0.0152916721999645,-0.0144310630857944,0.0019591290038079,-0.114557482302189,-0.0229664947837591,0.0669699683785439,-0.0328636355698109,0.142989933490753,-0.044351551681757,0.139816522598267,-0.0732082203030586,0.0261158831417561,0.0641987472772598
"GJB1",-0.0284959319978952,0.168431058526039,0.247881755232811,-0.000205335687496699,-0.000573353026993573,-0.114517323672771,0.246162593364716,-0.0335041731595993,0.00792898610234261,0.396821886301041,-0.0996636301279068,0.256432980298996,-0.00589697062969208,0.0866613164544106,-0.0197247974574566
"KIAA0408",-0.163628041744232,0.159756988286972,-0.00411971425637603,-0.00527806347236037,0.421093732118607,0.217293620109558,-0.0994439870119095,-0.154664173722267,0.00121273181866854,0.0185243301093578,-0.0946267172694206,-0.0190784707665443,0.00314138201065361,0.0657388493418694,0.000118635332910344
"MMP12",-0.103306300938129,-0.278354674577713,0.00344222830608487,0.0287322718650103,-0.0238904301077127,-0.00656623067334294,0.148330807685852,0.141164034605026,0.00566884782165289,-0.151032045483589,0.183960199356079,-0.236358940601349,-0.0354427620768547,0.146626248955727,0.00455822236835957
